status_id,user_id,screen_name,text,source,is_quote,is_retweet,favorite_count,retweet_count,symbols,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,lang,geo_coords,coords_coords,bbox_coords,created_at
908613949255544834,898537668115546112,CryptoWatson,"1hr Report : 04:50:20 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $ETC, $QTUM, $OMG, $PTOY, $BTS, $XVG https://t.co/FF6LfaKzMd",Crypto Watson (Beta),FALSE,FALSE,0,1,BTC|ETH|LTC|NEO|ETC|QTUM|OMG|PTOY|BTS|XVG,http://pbs.twimg.com/media/DJwLkfFXcAAdsNI.jpg,https://t.co/FF6LfaKzMd,https://twitter.com/CryptoWatson/status/908613949255544834/photo/1,photo,http://pbs.twimg.com/media/DJwLkfFXcAAdsNI.jpg,https://t.co/FF6LfaKzMd,https://twitter.com/CryptoWatson/status/908613949255544834/photo/1,en,|,|,|||||||,2017-09-15T08:50:21Z
908601403555401728,898537668115546112,CryptoWatson,"1hr Report : 04:00:29 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $ETC, $PTOY, $OMG, $XVG, $QTUM, $BTS https://t.co/P0SZRbEIWw",Crypto Watson (Beta),FALSE,FALSE,0,2,BTC|ETH|LTC|NEO|ETC|PTOY|OMG|XVG|QTUM|BTS,http://pbs.twimg.com/media/DJwAKQ2XoAAM9Vr.jpg,https://t.co/P0SZRbEIWw,https://twitter.com/CryptoWatson/status/908601403555401728/photo/1,photo,http://pbs.twimg.com/media/DJwAKQ2XoAAM9Vr.jpg,https://t.co/P0SZRbEIWw,https://twitter.com/CryptoWatson/status/908601403555401728/photo/1,in,|,|,|||||||,2017-09-15T08:00:30Z
908598845721935872,898537668115546112,CryptoWatson,"1hr Report : 03:50:19 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $ETC, $PTOY, $OMG, $BTS, $QTUM, $XVG https://t.co/YlQLuUQ69s",Crypto Watson (Beta),FALSE,FALSE,0,1,BTC|ETH|LTC|NEO|ETC|PTOY|OMG|BTS|QTUM|XVG,http://pbs.twimg.com/media/DJv91ZXXcAA12FK.jpg,https://t.co/YlQLuUQ69s,https://twitter.com/CryptoWatson/status/908598845721935872/photo/1,photo,http://pbs.twimg.com/media/DJv91ZXXcAA12FK.jpg,https://t.co/YlQLuUQ69s,https://twitter.com/CryptoWatson/status/908598845721935872/photo/1,in,|,|,|||||||,2017-09-15T07:50:20Z
908586284737814528,898537668115546112,CryptoWatson,"1hr Report : 03:00:24 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $PTOY, $ETC, $QTUM, $BTS, $OMG, $XVG https://t.co/raqdvnmcez",Crypto Watson (Beta),FALSE,FALSE,1,1,BTC|ETH|LTC|NEO|PTOY|ETC|QTUM|BTS|OMG|XVG,http://pbs.twimg.com/media/DJvyaOZWAAIZgfN.jpg,https://t.co/raqdvnmcez,https://twitter.com/CryptoWatson/status/908586284737814528/photo/1,photo,http://pbs.twimg.com/media/DJvyaOZWAAIZgfN.jpg,https://t.co/raqdvnmcez,https://twitter.com/CryptoWatson/status/908586284737814528/photo/1,en,|,|,|||||||,2017-09-15T07:00:25Z
908583730884866048,898537668115546112,CryptoWatson,"1hr Report : 02:50:16 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $PTOY, $NEO, $ETC, $BTS, $QTUM, $OMG, $XVG https://t.co/OOydPuSnSO",Crypto Watson (Beta),FALSE,FALSE,0,1,BTC|ETH|LTC|PTOY|NEO|ETC|BTS|QTUM|OMG|XVG,http://pbs.twimg.com/media/DJvwFndXoAAPVOF.jpg,https://t.co/OOydPuSnSO,https://twitter.com/CryptoWatson/status/908583730884866048/photo/1,photo,http://pbs.twimg.com/media/DJvwFndXoAAPVOF.jpg,https://t.co/OOydPuSnSO,https://twitter.com/CryptoWatson/status/908583730884866048/photo/1,in,|,|,|||||||,2017-09-15T06:50:16Z
908571166024941569,898537668115546112,CryptoWatson,"1hr Report : 02:00:20 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $PTOY, $NEO, $OMG, $XVG, $ETC, $BTS, $QTUM https://t.co/T9Yqws8CUQ",Crypto Watson (Beta),FALSE,FALSE,0,2,BTC|ETH|LTC|PTOY|NEO|OMG|XVG|ETC|BTS|QTUM,http://pbs.twimg.com/media/DJvkqOvV4AAREVx.jpg,https://t.co/T9Yqws8CUQ,https://twitter.com/CryptoWatson/status/908571166024941569/photo/1,photo,http://pbs.twimg.com/media/DJvkqOvV4AAREVx.jpg,https://t.co/T9Yqws8CUQ,https://twitter.com/CryptoWatson/status/908571166024941569/photo/1,in,|,|,|||||||,2017-09-15T06:00:21Z
908568616529944576,898537668115546112,CryptoWatson,"1hr Report : 01:50:12 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $PTOY, $NEO, $OMG, $QTUM, $XVG, $BTS, $ETC https://t.co/b3ctbojsI6",Crypto Watson (Beta),FALSE,FALSE,0,2,BTC|ETH|LTC|PTOY|NEO|OMG|QTUM|XVG|BTS|ETC,http://pbs.twimg.com/media/DJviVzjUMAAxVud.jpg,https://t.co/b3ctbojsI6,https://twitter.com/CryptoWatson/status/908568616529944576/photo/1,photo,http://pbs.twimg.com/media/DJviVzjUMAAxVud.jpg,https://t.co/b3ctbojsI6,https://twitter.com/CryptoWatson/status/908568616529944576/photo/1,in,|,|,|||||||,2017-09-15T05:50:13Z
908556031822667776,898537668115546112,CryptoWatson,"1hr Report : 01:00:11 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $OMG, $XRP, $QTUM, $PTOY, $XVG, $DASH https://t.co/cFV3oCRi9M",Crypto Watson (Beta),FALSE,FALSE,1,3,BTC|LTC|ETH|NEO|OMG|XRP|QTUM|PTOY|XVG|DASH,http://pbs.twimg.com/media/DJvW5RIVAAEmife.jpg,https://t.co/cFV3oCRi9M,https://twitter.com/CryptoWatson/status/908556031822667776/photo/1,photo,http://pbs.twimg.com/media/DJvW5RIVAAEmife.jpg,https://t.co/cFV3oCRi9M,https://twitter.com/CryptoWatson/status/908556031822667776/photo/1,in,|,|,|||||||,2017-09-15T05:00:12Z
908553510609809408,898537668115546112,CryptoWatson,"1hr Report : 00:50:10 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $XRP, $OMG, $XVG, $QTUM, $DASH, $SYS https://t.co/pvO5CK5iI5",Crypto Watson (Beta),FALSE,FALSE,2,2,BTC|ETH|LTC|NEO|XRP|OMG|XVG|QTUM|DASH|SYS,http://pbs.twimg.com/media/DJvUmhNUQAA7M_S.jpg,https://t.co/pvO5CK5iI5,https://twitter.com/CryptoWatson/status/908553510609809408/photo/1,photo,http://pbs.twimg.com/media/DJvUmhNUQAA7M_S.jpg,https://t.co/pvO5CK5iI5,https://twitter.com/CryptoWatson/status/908553510609809408/photo/1,in,|,|,|||||||,2017-09-15T04:50:11Z
908541464421871618,898537668115546112,CryptoWatson,"1hr Report : 00:02:18 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $ETC, $PTOY, $TRIG https://t.co/HCYrpGhU6W",Crypto Watson (Beta),FALSE,FALSE,0,1,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|ETC|PTOY|TRIG,http://pbs.twimg.com/media/DJvJpXtU8AA5FST.jpg,https://t.co/HCYrpGhU6W,https://twitter.com/CryptoWatson/status/908541464421871618/photo/1,photo,http://pbs.twimg.com/media/DJvJpXtU8AA5FST.jpg,https://t.co/HCYrpGhU6W,https://twitter.com/CryptoWatson/status/908541464421871618/photo/1,da,|,|,|||||||,2017-09-15T04:02:19Z
908538651444838401,898537668115546112,CryptoWatson,"1hr Report : 23:51:07 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $ETC, $PTOY, $TRIG https://t.co/QXVZQfoHNH",Crypto Watson (Beta),FALSE,FALSE,0,2,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|ETC|PTOY|TRIG,http://pbs.twimg.com/media/DJvHFnBUIAAETrn.jpg,https://t.co/QXVZQfoHNH,https://twitter.com/CryptoWatson/status/908538651444838401/photo/1,photo,http://pbs.twimg.com/media/DJvHFnBUIAAETrn.jpg,https://t.co/QXVZQfoHNH,https://twitter.com/CryptoWatson/status/908538651444838401/photo/1,da,|,|,|||||||,2017-09-15T03:51:08Z
908526355901542400,898537668115546112,CryptoWatson,"1hr Report : 23:02:16 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $ETC, $PTOY, $TRIG https://t.co/GAGtAKBfZ5",Crypto Watson (Beta),FALSE,FALSE,0,1,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|ETC|PTOY|TRIG,http://pbs.twimg.com/media/DJu757EXkAADAXJ.jpg,https://t.co/GAGtAKBfZ5,https://twitter.com/CryptoWatson/status/908526355901542400/photo/1,photo,http://pbs.twimg.com/media/DJu757EXkAADAXJ.jpg,https://t.co/GAGtAKBfZ5,https://twitter.com/CryptoWatson/status/908526355901542400/photo/1,da,|,|,|||||||,2017-09-15T03:02:17Z
908523539938136064,898537668115546112,CryptoWatson,"1hr Report : 22:51:05 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $ETC, $PTOY, $TRIG https://t.co/T8FzaOwB5A",Crypto Watson (Beta),FALSE,FALSE,0,1,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|ETC|PTOY|TRIG,http://pbs.twimg.com/media/DJu5V_tWsAA5YdK.jpg,https://t.co/T8FzaOwB5A,https://twitter.com/CryptoWatson/status/908523539938136064/photo/1,photo,http://pbs.twimg.com/media/DJu5V_tWsAA5YdK.jpg,https://t.co/T8FzaOwB5A,https://twitter.com/CryptoWatson/status/908523539938136064/photo/1,da,|,|,|||||||,2017-09-15T02:51:06Z
908508438178750464,898537668115546112,CryptoWatson,"1hr Report : 21:51:04 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $ETC, $PTOY, $STRAT https://t.co/nfJFqCJWrc",Crypto Watson (Beta),FALSE,FALSE,0,1,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|ETC|PTOY|STRAT,http://pbs.twimg.com/media/DJurnBJXcAI3LBU.jpg,https://t.co/nfJFqCJWrc,https://twitter.com/CryptoWatson/status/908508438178750464/photo/1,photo,http://pbs.twimg.com/media/DJurnBJXcAI3LBU.jpg,https://t.co/nfJFqCJWrc,https://twitter.com/CryptoWatson/status/908508438178750464/photo/1,in,|,|,|||||||,2017-09-15T01:51:05Z
908493333613379586,898537668115546112,CryptoWatson,"1hr Report : 20:51:03 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $ETC, $PTOY, $STRAT https://t.co/4AgjLVdOup",Crypto Watson (Beta),FALSE,FALSE,1,1,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|ETC|PTOY|STRAT,http://pbs.twimg.com/media/DJud30LW4AEJTVv.jpg,https://t.co/4AgjLVdOup,https://twitter.com/CryptoWatson/status/908493333613379586/photo/1,photo,http://pbs.twimg.com/media/DJud30LW4AEJTVv.jpg,https://t.co/4AgjLVdOup,https://twitter.com/CryptoWatson/status/908493333613379586/photo/1,in,|,|,|||||||,2017-09-15T00:51:04Z
908478247465340928,898537668115546112,CryptoWatson,"1hr Report : 19:51:06 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $ETC, $PTOY, $STRAT https://t.co/D9zeDX7ttY",Crypto Watson (Beta),FALSE,FALSE,1,1,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|ETC|PTOY|STRAT,http://pbs.twimg.com/media/DJuQJomXUAArk5y.jpg,https://t.co/D9zeDX7ttY,https://twitter.com/CryptoWatson/status/908478247465340928/photo/1,photo,http://pbs.twimg.com/media/DJuQJomXUAArk5y.jpg,https://t.co/D9zeDX7ttY,https://twitter.com/CryptoWatson/status/908478247465340928/photo/1,in,|,|,|||||||,2017-09-14T23:51:07Z
908463118434603009,898537668115546112,CryptoWatson,"1hr Report : 18:50:59 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $ETC, $PTOY, $STRAT https://t.co/0aaEOD68Ih",Crypto Watson (Beta),FALSE,FALSE,1,1,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|ETC|PTOY|STRAT,http://pbs.twimg.com/media/DJuCZD7WsAArFTf.jpg,https://t.co/0aaEOD68Ih,https://twitter.com/CryptoWatson/status/908463118434603009/photo/1,photo,http://pbs.twimg.com/media/DJuCZD7WsAArFTf.jpg,https://t.co/0aaEOD68Ih,https://twitter.com/CryptoWatson/status/908463118434603009/photo/1,in,|,|,|||||||,2017-09-14T22:51:00Z
908448007493963777,898537668115546112,CryptoWatson,"1hr Report : 17:50:57 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $ETC, $PTOY, $STRAT https://t.co/LmRmPeoqWl",Crypto Watson (Beta),FALSE,FALSE,2,2,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|ETC|PTOY|STRAT,http://pbs.twimg.com/media/DJt0pdSXcAAESzj.jpg,https://t.co/LmRmPeoqWl,https://twitter.com/CryptoWatson/status/908448007493963777/photo/1,photo,http://pbs.twimg.com/media/DJt0pdSXcAAESzj.jpg,https://t.co/LmRmPeoqWl,https://twitter.com/CryptoWatson/status/908448007493963777/photo/1,in,|,|,|||||||,2017-09-14T21:50:57Z
908432895093755904,898537668115546112,CryptoWatson,"1hr Report : 16:50:53 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $PTOY, $ETC, $STRAT https://t.co/0x81fhz90r",Crypto Watson (Beta),FALSE,FALSE,1,2,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|PTOY|ETC|STRAT,http://pbs.twimg.com/media/DJtm5y4XkAIIwoj.jpg,https://t.co/0x81fhz90r,https://twitter.com/CryptoWatson/status/908432895093755904/photo/1,photo,http://pbs.twimg.com/media/DJtm5y4XkAIIwoj.jpg,https://t.co/0x81fhz90r,https://twitter.com/CryptoWatson/status/908432895093755904/photo/1,in,|,|,|||||||,2017-09-14T20:50:54Z
908417783351988225,898537668115546112,CryptoWatson,"1hr Report : 15:50:51 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $QTUM, $PTOY, $ETC, $STRAT https://t.co/FFk4HlWT7E",Crypto Watson (Beta),FALSE,FALSE,0,1,BTC|ETH|LTC|NEO|OMG|XVG|QTUM|PTOY|ETC|STRAT,http://pbs.twimg.com/media/DJtZKMEX0AUKqbC.jpg,https://t.co/FFk4HlWT7E,https://twitter.com/CryptoWatson/status/908417783351988225/photo/1,photo,http://pbs.twimg.com/media/DJtZKMEX0AUKqbC.jpg,https://t.co/FFk4HlWT7E,https://twitter.com/CryptoWatson/status/908417783351988225/photo/1,in,|,|,|||||||,2017-09-14T19:50:51Z
908402673409560577,898537668115546112,CryptoWatson,"1hr Report : 14:50:48 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $PTOY, $QTUM, $ETC, $STRAT https://t.co/jLtFvUVpkv",Crypto Watson (Beta),FALSE,FALSE,2,3,BTC|ETH|LTC|NEO|OMG|XVG|PTOY|QTUM|ETC|STRAT,http://pbs.twimg.com/media/DJtLap-WAAIWCmo.jpg,https://t.co/jLtFvUVpkv,https://twitter.com/CryptoWatson/status/908402673409560577/photo/1,photo,http://pbs.twimg.com/media/DJtLap-WAAIWCmo.jpg,https://t.co/jLtFvUVpkv,https://twitter.com/CryptoWatson/status/908402673409560577/photo/1,in,|,|,|||||||,2017-09-14T18:50:49Z
908387570681368577,898537668115546112,CryptoWatson,"1hr Report : 13:50:47 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $PTOY, $QTUM, $ETC, $STRAT https://t.co/wycLjK5fKu",Crypto Watson (Beta),FALSE,FALSE,0,2,BTC|ETH|LTC|NEO|OMG|XVG|PTOY|QTUM|ETC|STRAT,http://pbs.twimg.com/media/DJs9rgMXgAEFA4e.jpg,https://t.co/wycLjK5fKu,https://twitter.com/CryptoWatson/status/908387570681368577/photo/1,photo,http://pbs.twimg.com/media/DJs9rgMXgAEFA4e.jpg,https://t.co/wycLjK5fKu,https://twitter.com/CryptoWatson/status/908387570681368577/photo/1,in,|,|,|||||||,2017-09-14T17:50:48Z
908372446759309312,898537668115546112,CryptoWatson,"1hr Report : 12:50:42 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $OMG, $XVG, $PTOY, $QTUM, $STRAT, $ETC https://t.co/oYNdRh1LQf",Crypto Watson (Beta),FALSE,FALSE,0,2,BTC|ETH|LTC|NEO|OMG|XVG|PTOY|QTUM|STRAT|ETC,http://pbs.twimg.com/media/DJsv7Q6XcAI9Rwi.jpg,https://t.co/oYNdRh1LQf,https://twitter.com/CryptoWatson/status/908372446759309312/photo/1,photo,http://pbs.twimg.com/media/DJsv7Q6XcAI9Rwi.jpg,https://t.co/oYNdRh1LQf,https://twitter.com/CryptoWatson/status/908372446759309312/photo/1,da,|,|,|||||||,2017-09-14T16:50:42Z
908357334686191616,898537668115546112,CryptoWatson,"1hr Report : 11:50:38 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $OMG, $NEO, $XVG, $PTOY, $QTUM, $STRAT, $ETC https://t.co/obPD08DI8Q",Crypto Watson (Beta),FALSE,FALSE,1,2,BTC|ETH|LTC|OMG|NEO|XVG|PTOY|QTUM|STRAT|ETC,http://pbs.twimg.com/media/DJsiLiIXoAAYbmR.jpg,https://t.co/obPD08DI8Q,https://twitter.com/CryptoWatson/status/908357334686191616/photo/1,photo,http://pbs.twimg.com/media/DJsiLiIXoAAYbmR.jpg,https://t.co/obPD08DI8Q,https://twitter.com/CryptoWatson/status/908357334686191616/photo/1,in,|,|,|||||||,2017-09-14T15:50:39Z
908342220377481217,898537668115546112,CryptoWatson,"1hr Report : 10:50:35 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $OMG, $NEO, $XVG, $PTOY, $QTUM, $STRAT, $ETC https://t.co/GyecTOi6a3",Crypto Watson (Beta),FALSE,FALSE,1,2,BTC|ETH|LTC|OMG|NEO|XVG|PTOY|QTUM|STRAT|ETC,http://pbs.twimg.com/media/DJsUbzJXgAErQoW.jpg,https://t.co/GyecTOi6a3,https://twitter.com/CryptoWatson/status/908342220377481217/photo/1,photo,http://pbs.twimg.com/media/DJsUbzJXgAErQoW.jpg,https://t.co/GyecTOi6a3,https://twitter.com/CryptoWatson/status/908342220377481217/photo/1,in,|,|,|||||||,2017-09-14T14:50:36Z
908327121877073920,898537668115546112,CryptoWatson,"1hr Report : 09:50:35 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $OMG, $NEO, $XVG, $PTOY, $QTUM, $STRAT, $ETC https://t.co/ixqXnmKrv0",Crypto Watson (Beta),FALSE,FALSE,1,2,BTC|ETH|LTC|OMG|NEO|XVG|PTOY|QTUM|STRAT|ETC,http://pbs.twimg.com/media/DJsGs82XUAcXQ40.jpg,https://t.co/ixqXnmKrv0,https://twitter.com/CryptoWatson/status/908327121877073920/photo/1,photo,http://pbs.twimg.com/media/DJsGs82XUAcXQ40.jpg,https://t.co/ixqXnmKrv0,https://twitter.com/CryptoWatson/status/908327121877073920/photo/1,in,|,|,|||||||,2017-09-14T13:50:36Z
